lake,lake_lat,lake_long
CLEAR LAKE - COMPOSITE - (AB07KF0250),57.732,-112.121
CLEAR LAKE - COMPOSITE - (AB05AC0380),50.150,-113.417
Clear Lake,50.679,-100.007
CLAYTON LAKE (L29): RAMP BM7 - COMPOSITE - (AB07KE0040),58.057,-112.276
CLAIRMONT LAKE - COMPOSITE - (AB07GE1040),55.262,-118.763
CLADONIA LAKE - COMPOSITE - (AB07PC0050),59.331,-115.038
CHRISTINA LAKE - COMPOSITE - (AB07CE0250),55.627,-110.822
CHISHOLM LAKE - AT CHISHOLM MILLS - COMPOSITE - (AB07BD0160),54.914,-114.280
CHIPEWYAN LAKE - COMPOSITE - (AB07JB0420),56.953,-113.460
CHIP LAKE - WHOLE LAKE COMPOSITE - (AB07BB0970),53.652,-115.385
CHINOOK LAKE - COMPOSITE - (AB05AA1055),49.672,-114.603
CHICKENHILL LAKE - COMPOSITE - (AB06AC0490),54.100,-111.100
CHICKAKOO LAKE (NW STONY PLAIN) - COMPOSITE - (AB05EA0220),53.618,-114.072
CHEW RESERVOIR,53.513,-1.947
CHESTERMERE LAKE - COMPOSITE - (AB05BM0840),51.033,-113.817
CEDEN-KL0011,42.560,-121.949
CEDEN-KL0010,42.523,-121.985
CEDEN-KL0009,42.436,-122.029
CEDEN-KL0008,42.441,-122.000
CEDEN-KL0007,42.407,-121.964
CEDEN-KL0006,42.422,-121.944
CEDEN-KL0005,42.369,-121.850
CEDEN-KL0004,42.326,-121.921
CEDEN-KL0003,42.308,-121.857
CEDEN-KL0002,42.242,-121.823
CARROT LAKE - COMPOSITE - (AB07JB0110),56.976,-113.398
CARIBOU LAKE - COMPOSITE - (AB07JF0040),59.053,-116.079
CARDINAL LAKE - COMPOSITE - (AB07FD0210),56.236,-117.738
CAPT EYRE LAKE - COMPOSITE - (AB05GA0140),52.300,-110.714
CANOPENER LAKE (L63) - COMPOSITE - (AB07DA1960),57.554,-112.329
CANOE LAKE - COMPOSITE - (AB07BE0400),54.629,-113.133
CALLING LAKE - COMPOSITE - (AB07CB0780),55.250,-113.333
CADOTTE LAKE - COMPOSITE - (AB07HB0020),56.443,-116.389
CACHE LAKE - COMPOSITE - (AB05ED0320),54.086,-111.788
Byviken inre,59.084,12.900
Bysjön,60.387,16.832
BUSHY HEAD LAKE - COMPOSITE - (AB05FE0140),52.850,-110.900
BURNTSTICK LAKE - COMPOSITE - (AB05CA0100),51.989,-114.884
BUOY LAKE (L62) - COMPOSITE - (AB07DA1940),57.556,-112.363
Bunn,57.981,14.512
BUFFALO LAKE (NEAR BOYLE) - COMPOSITE - (AB06AA0690),54.523,-112.476
BUFFALO LAKE (NEAR BASHAW) - SECONDARY BAY COMPOSITE - (AB05CD0860),52.450,-112.950
BUFFALO LAKE (NEAR BASHAW) - MAIN BASIN COMPOSITE - (AB05CD1040),52.483,-112.867
BUFFALO LAKE (NEAR BASHAW) - BASHAW BAY COMPOSITE - (AB05CD1610),52.542,-113.008
BUFFALO LAKE (NEAR BASHAW) - 80% MAIN BAY AND 20% SECONDARY BAY COMPOSITE - (AB05CD0850),52.483,-112.867
BUCK LAKE - COMPOSITE - (AB05DE0560),52.983,-114.767
Brunnsjön,60.272,15.970
V. Hultasjön,57.115,14.711
"Bredreven, djuphåla",59.938,14.256
BrÃ¸ttum,60.991,10.575
BRADGATE BROOK - CROPSTON RESERVOIR,52.692,-1.192
BOURQUE LAKE - COMPOSITE - (AB06AC0760),54.671,-110.547
BOUNDARY LAKE - COMPOSITE - (AB07FD0160),56.336,-119.991
Botungen,59.348,12.723
BORDEN LAKE - COMPOSITE - (AB05ED1280),53.861,-110.570
BOONE LAKE - COMPOSITE - (AB07GJ0300),55.574,-119.422
BONNIE LAKE - COMPOSITE - (AB05ED0200),54.150,-111.875
BOMERE POOL JETTY,52.666,-2.739
"Bolmen, södra",56.829,13.653
"Bolmen, norra",57.044,13.737
BOCQUENE LAKE - COMPOSITE - (AB07NA0140),59.484,-111.118
BOAG LAKE - COMPOSITE - (AB05EB1080),53.525,-113.231
Bleklången,58.776,15.715
Värmlandssjön Centr.,58.849,13.861
BLACKMUD LAKE - COMPOSITE - (AB07AF1180),53.559,-116.811
BLACKFALDS LAKE - COMPOSITE - (AB05CC2140),52.388,-113.721
Blacken,59.474,16.544
Björkesåkrasjön,55.529,13.404
Björken,59.925,14.955
Väster-Lövsjön,62.471,16.964
BITTERN LAKE - COMPOSITE - (AB05FA0815),53.038,-113.055
BISON LAKE (L87) - COMPOSITE - (AB07HE0070),57.198,-116.168
BIRCH LAKE - COMPOSITE - (AB07CE0280),56.384,-110.421
BIRCH LAKE - COMPOSITE - (AB05EA0280),53.750,-114.533
BIRCH LAKE - COMPOSITE - (AB05CA0120),52.001,-114.823
Big Muskellunge,46.021,-89.612
BIG LAKE (NEAR ST ALBERT) - WEST COMPOSITE - (AB05EA1570),53.598,-113.742
BIG LAKE (NEAR ST ALBERT) - EAST COMPOSITE - (AB05EA1550),53.617,-113.671
BIG LAKE - EAST/WEST BASIN COMPOSITE - (AB05EA1555),53.600,-113.706
BIG ISLAND LAKE - COMPOSITE - (AB05EB1000),53.494,-113.203
BENNETT LAKE - COMPOSITE - (AB05EB0960),53.538,-112.992
BELLEVUE LAKE - COMPOSITE - (AB05ED1570),53.807,-111.333
Belhalm_tarn,54.396,-2.977
BEAVERDAM LAKE - COMPOSITE - (AB05AD0890),49.083,-113.600
BEAVER MINES LAKE - COMPOSITE - (AB05AA1370),49.372,-114.296
BEAVER LAKE - COMPOSITE - (AB06AA0230),54.725,-111.833
BEAUVAIS LAKE - COMPOSITE - (AB05AA0490),49.414,-114.108
BEARTRAP LAKE - COMPOSITE - (AB06AC1255),54.205,-110.538
BEAR LAKE - COMPOSITE - (AB07GE0260),55.247,-118.961
BAYARD LAKE (L46): RAMP BM8 - COMPOSITE - (AB07KF0100),57.773,-112.396
BATTLE LAKE - COMPOSITE - (AB05FA0460),52.967,-114.183
Bassenthwaite,54.653,-3.250
BASE LAKE - COMPOSITE - (AB07CE0180),55.650,-111.845
BARROW LAKE - COMPOSITE - (AB07NA0100),59.262,-111.201
BARRIER LAKE - COMPOSITE - (AB05BF0200),51.017,-115.067
BAPTISTE LAKE - SOUTH BASIN COMPOSITE - (AB07BE0820),54.750,-113.550
BAPTISTE LAKE - NORTH BASIN COMPOSITE - (AB07BE0830),54.783,-113.550
BAPTISTE LAKE - COMPOSITE - (AB07BE0810),54.581,-113.554
BANANA LAKE - COMPOSITE - (AB07BE0700),54.725,-113.833
Bösjön,61.324,14.292
Börringesjön,55.486,13.320
"Bönnern, centrala delen",58.718,15.719
Båtsjön,58.164,16.154
Bästeträsk,57.916,18.936
Bäen,56.246,14.378
"Vättern, Jönköping",57.793,14.168
AVERN,58.893,15.557
AUGER LAKE - COMPOSITE - (AB07BE0510),54.721,-112.497
AUDET LAKE (L37) - COMPOSITE - (AB07DC0150),57.648,-110.912
AUDENSHAW RESERVOIR NUMBER 2,53.460,-2.134
ASTOTIN LAKE - COMPOSITE - (AB05EB5165),53.677,-112.842
Asplången,58.795,14.752
Arnöfjorden Karlstad kommun,59.368,13.761
Valloxen,59.719,17.816
ARM LAKE - COMPOSITE - (AB05FD0380),52.748,-110.588
ARCHER LAKE (L66) - COMPOSITE - (AB07DD0590),58.113,-110.336
ARCH LAKE - COMPOSITE - (AB07QA0030),59.868,-110.618
Virsbosjön,59.859,16.084
ANTLER LAKE - COMPOSITE - (AB05EB0980),53.496,-112.979
ANGLING LAKE - COMPOSITE - (AB06AD0480),54.201,-110.326
ANDREW LAKE - COMPOSITE - (AB07QA0010),59.928,-110.099
Virserumssjön,57.315,15.572
AMISK LAKE - COMPOSITE - (AB06AA0120),54.616,-112.623
Alsen,63.377,13.917
Allgunnen,57.223,14.615
Allgjuttern,57.951,16.088
Allequash,46.038,-89.701
Vrängen,57.229,15.169
ALIX LAKE - CENTRE COMPOSITE - (AB05CD1070),52.390,-113.199
AGNES LAKE - COMPOSITE - (AB07BK0240),54.912,-114.975
Övre Skärsjön,59.837,15.550
Övre Rudan,59.166,18.132
Övre Hillen,60.168,15.227
"Övre Fryken, Stöpafors norr fiskodling",59.958,13.114
"Övre Fryken, Stöpafors",59.960,13.135
"Övre Fryken, 50 m söder om fiskodling",59.961,13.119
Övre Fjätsjön,62.241,12.760
Överudssjön,59.402,12.995
Översjön,57.376,15.406
Östra Ringsjön,55.874,13.490
Östra Lägern,57.828,15.200
"Öster-Svan, djuphålan",59.173,12.570
Östersjön,59.698,16.196
Östen,58.564,13.921
Örvattnet,59.733,12.753
Örsjön,57.127,13.168
"Öresjö, Djupaste punkten",57.784,12.973
Öjsjön,58.172,16.215
Öjevettern,59.504,14.230
"Åsunden (pelagialt, djupaste punkten)",57.751,13.389
Åsunden,57.949,15.856
Åsfjorden Grums/Karlstad kommun,59.319,13.141
Årsjön,56.333,15.141
Åmänningen,59.912,15.986
Ärlången,58.312,15.822
"Ämten, djuphålan",60.113,13.761
Älgsjön,59.206,17.088
Älgarydssjön,57.176,14.273
Ö. Särnamannasjön,61.581,12.752
"Ö Storsjön, 1,2 km V Stensängsholmen",60.582,16.854
ADAMSON LAKE - COMPOSITE - (AB05EB5210),53.615,-112.920
Whirlpool Lake,50.715,-99.791
Yddingesjön,55.556,13.252
7 Getasjön,56.669,15.569
57 Törn,56.564,15.539
469 Växjösjön mitt,56.863,14.820
468 Trummen mitt,56.861,14.827
442_ELA,49.460,-93.490
373_ELA,49.450,-93.480
316 N Bergundasjön,56.865,14.758
313 S Bergundasjön,56.845,14.783
239_ELA,49.410,-93.440
224_ELA,49.410,-93.430
21MICH_WQX-790134,43.738,-83.641
21MICH_WQX-320189,43.883,-83.393
21MICH_WQX-320188,43.847,-83.563
21MICH_WQX-090252,43.685,-83.843
21MICH_WQX-090250,43.838,-83.793
21MICH_WQX-060063,43.895,-83.861
21MICH_WQX-060062,43.942,-83.624
21IOWA_WQX-22970001,42.308,-96.325
1VTDECWQ-504920,44.748,-72.058
1VTDECWQ-504915,44.668,-72.225
1VTDECWQ-504889,44.886,-71.979
1VTDECWQ-504831,44.686,-72.364
1VTDECWQ-504701,44.652,-71.646
1VTDECWQ-504539,44.191,-72.098
1VTDECWQ-504526,44.294,-72.137
1VTDECWQ-503889,44.388,-72.493
1VTDECWQ-503876,44.305,-72.447
1VTDECWQ-503784,44.587,-72.310
1VTDECWQ-503680,44.845,-72.996
1VTDECWQ-503547,44.976,-73.215
1VTDECWQ-503535,44.948,-73.340
1VTDECWQ-503519,44.582,-73.281
1VTDECWQ-503515,45.013,-73.173
1VTDECWQ-503512,44.974,-72.875
1VTDECWQ-503506,44.426,-73.231
1VTDECWQ-503498,44.565,-73.208
1VTDECWQ-503488,44.785,-73.162
1VTDECWQ-503485,44.708,-73.226
1VTDECWQ-503415,44.184,-73.381
1VTDECWQ-503414,43.856,-73.382
1VTDECWQ-503411,44.466,-73.277
1VTDECWQ-503409,44.546,-73.327
1VTDECWQ-503288,43.952,-73.407
1VTDECWQ-503179,43.912,-73.076
1VTDECWQ-503094,43.471,-73.213
1VTDECWQ-500470,44.756,-73.355
1VTDECWQ-500468,44.701,-73.418
1VTDECWQ-500459,44.475,-73.231
1VTDECWQ-500458,44.471,-73.299
1VTDECWQ-500449,44.126,-73.412
1VTDECWQ-500289,43.485,-72.388
1VTDECWQ-500238,44.457,-72.338
1VTDECWQ-500155,43.366,-73.052
1VTDECWQ-500140,43.409,-73.031
114_ELA,49.400,-93.450
113 Örken södra delen,57.065,15.044
11 Västersjön,56.479,15.588
11 Hemfjärden,59.282,15.339
10 Kyrksjön,56.535,15.601
122517,42.094,-74.840
115040,41.962,-74.242
72641,41.413,-75.241
40610,42.104,-75.287
38705,43.202,-75.922
8333,41.696,-71.619
8312,41.583,-71.674
8293,41.937,-71.711
8289,41.523,-71.450
8281,41.678,-71.550
8272,41.422,-71.552
8065,41.903,-71.546
8057,41.753,-71.549
7970,41.511,-71.573
7965,41.744,-71.319
7810,44.266,-69.925
7792,41.876,-71.584
7789,41.654,-71.591
7695,41.563,-71.480
7596,41.435,-71.489
7595,41.410,-71.553
7593,41.882,-71.691
7540,41.500,-71.542
7534,44.230,-70.045
7523,44.272,-69.984
7169,43.132,-74.490
7168,42.407,-73.416
6973,44.318,-75.775
6547,42.856,-75.517
6546,42.588,-75.651
6537,42.678,-76.302
6534,42.867,-75.756
6521,43.206,-73.423
6494,42.817,-73.400
6490,42.642,-76.918
6408,42.106,-79.726
6399,42.814,-75.893
6065,40.178,-92.642
5549,45.936,-89.003
5453,45.880,-89.053
5435,44.585,-72.310
5407,44.972,-72.875
5295,46.043,-92.176
5210,42.997,-88.457
5093,44.853,-72.990
5085,45.333,-92.429
4906,45.952,-89.380
4722,46.002,-89.613
4664,46.044,-89.673
4655,44.669,-72.225
4534,45.542,-88.059
4449,44.649,-71.650
4338,45.312,-92.409
4099,45.409,-84.805
4002,44.010,-88.413
3860,45.429,-89.482
3834,45.837,-89.582
3804,44.688,-72.527
3636,42.761,-88.696
3431,44.923,-85.842
3343,45.686,-84.751
2855,44.928,-85.252
2537,43.364,-73.052
2529,45.614,-89.430
2062,44.812,-85.324
1917,44.458,-72.342
1627,44.690,-86.093
1572,45.929,-95.351
1505,45.124,-85.204
1451,46.061,-95.307
1141,44.869,-85.981
1109,44.862,-85.378
1054,44.973,-85.313
966,43.066,-88.431
618,45.911,-88.988
537,45.644,-95.456
493,46.295,-95.551
211,44.465,-73.288
Central Long Lake,45.613,-79.009
Crampton Lake,46.210,-89.474
Tuesday Lake,49.113,-89.484
Loch leven,56.197,-3.372
BARTON BROAD (R.ANT),52.745,1.497
BARTON BROAD OUTFLOW,52.736,1.499
ALDERFEN BROAD NORTH EXCLOSURE,52.724,1.486
CROMES BROAD,52.722,1.514
HOVETON LITTLE BROAD POUND END,52.705,1.443
HOVETON LITTLE BROAD R.BURE,52.706,1.448
COCKSHOOT BROAD,52.686,1.468
RANWORTH BROAD,52.685,1.483
WROXHAM BROAD YACHT HOUSE PIER (R.BURE),52.699,1.416
SOUTH WALSHAM BROAD,52.672,1.508
FILBY BROAD,52.662,1.638
ORMESBY BROAD,52.682,1.647
ROLLESBY BROAD SAILING CLUB,52.678,1.641
ORMESBY LITTLE BROAD,52.669,1.641
HORSEY MERE (R.THURNE),52.741,1.627
HICKLING BROAD (R.THURNE),52.740,1.581
HEIGHAM SOUND (R.THURNE),52.726,1.605
MARTHAM SOUTH BROAD (R.THURNE),52.724,1.640
UPTON GREAT BROAD,52.666,1.533
WHEATFEN BROAD,52.598,1.439
ROCKLAND BROAD (R.YARE),52.593,1.442
R.BURE BEND U/S OF HORNING VILLAGE,52.846,1.221
R.BURE HORNING FERRY,52.697,1.468
R.BURE HORSTEAD MILL,52.728,1.356
RUTLAND WATER NORTH BUOY 1 0-5M SAMPLE,52.666,-0.672
RUTLAND WATER S BUOY 12 0-5M DEPTH SAMPL,52.648,-0.659
RUTLAND WATER LIM.TOWER 0-5M SAMPLE,52.656,-0.624
ALTON WATER LEMON HILL BRIDGE,51.995,1.111
ANGLESEY OUTLET FROM CHASEWATER,52.663,-1.941
LITTLESEA LAKE,50.659,-1.962
BATHING WATER - THE SERPENTINE (11940),51.505,-0.169
COTSWOLD WATER PARK LAKE 14,51.668,-1.911
COTSWOLD WATER PARK LAKE 16,51.669,-1.920
COTSWOLD WATER PARK LAKE 20,51.662,-1.926
COTSWOLD WATER PARK LAKE 21,51.660,-1.925
ENCLOSED WATER / LAKE N.C.R.S (W),49.892,-0.609
ALDERFEN INFLOW,52.726,1.481
RUTLAND WATER AT HAMBLETON SOUTH SHORE,52.660,-0.682
CROSE MERE SOUTH SHORE,52.871,-2.848
AQUALATE MERE ENGLISH NATURE SAMPLING PT,52.778,-2.333
TECHILL BK MERE O/F,52.910,-2.889
"POLCON 1-OFF, WATER: TRENT 03",49.892,-0.609
FONTHILL LAKE OUTLET,51.079,-2.090
SHEARWATER LAKE OUTFLOW,51.180,-2.212
BLAGDON LAKE,51.340,-2.711
"STANBOROUGH SAILING LAKE, AT SAILING BAS",51.783,-0.218
COTSWOLD WATER PARK LAKE 12,51.670,-1.909
COTSWOLD WATER PARK LAKE 12 OUTFLOW,51.668,-1.907
BARTON BROAD INFLOW,52.750,1.498
UPTON GREAT BROAD EDGE,52.665,1.530
"POLCON 1-OFF, WATER: SEVERN 22",49.892,-0.609
"POLCON 1-OFF, WATER: TRENT 83",49.892,-0.609
ROSTHERNE MERE NEAR OUTLET,53.352,-2.380
TATTON MERE,53.318,-2.368
ROSTHERNE MERE,53.355,-2.385
HATCH MERE,53.244,-2.671
BETLEY MERE,53.028,-2.376
MARBURY BIG MERE,53.004,-2.658
OSS MERE,52.991,-2.647
GRASMERE,54.450,-3.026
CONISTON,54.353,-3.066
ELTERWATER  (INNER BASIN),54.429,-3.035
BASSENTHWAITE,54.655,-3.221
ULLSWATER WFD,54.563,-2.930
BROTHERSWATER,54.505,-2.924
CHAPEL MERE,53.062,-2.688
COMBERMERE,52.998,-2.612
OAK MERE,53.205,-2.639
MERE MERE (SAMPLE FROM WATERS EDGE),53.330,-2.402
ENNERDALE AS PART OF A WQ SURVEY,54.517,-3.356
LOWESWATER AS PART OF A WQ SURVEY,54.584,-3.357
TABLEY MERE,53.287,-2.417
MELCHETT MERE,53.327,-2.375
R EEA AT EES BRIDGE,54.348,-2.977
BLACK LAKE (DELAMERE),53.233,-2.694
BAR MERE,53.025,-2.692
OAK MERE NEAR INTERSECTION OF A54 & A49,53.202,-2.636
ULLSWATER SOUTH BUOY,54.550,-2.945
THIRLMERE (WFD STILLWATER SITE),54.561,-3.068
ENNERDALE WATER (WFD STILLWATER SITE),54.523,-3.373
WAST WATER (WFD STILLWATER SITE),54.427,-3.319
BUTTERMERE (WFD STILLWATER SITE),54.536,-3.280
LOWESWATER FFD SITE AT NY 12765 21243,54.579,-3.351
HAWES WATER (WFD STILLWATER SITE),54.181,-2.801
ELTER WATER (WFD STILLWATER SITE),54.427,-3.023
WINDERMERE (WFD STILLWATER SITE),54.274,-2.955
CONSITON WATER (WFD STILLWATER SITE),54.300,-3.093
TALKIN TARN (WFD STILLWATER SITE),54.925,-2.711
ELTERWATER (MIDDLE BASIN),54.429,-3.030
ELTERWATER  (OUTER BASIN),54.428,-3.025
TABLEY MERE OFF A556 TO NORTHWICH,53.291,-2.418
COMBER MERE ON A525 TO WHITCHURCH,52.995,-2.601
SUNBIGGIN TARN,54.464,-2.501
RED TARN (WFD STILLWATER SITE),54.530,-3.006
GRISEDALE TARN (WFD STILLWATER SITE),54.501,-3.003
BLEA TARN (WFD STILLWATER SITE),54.429,-3.092
TATTON MERE WFD POINT AT SJ7554380701,53.323,-2.369
MISCELLANEOUS LOWER HAMPSHIRE AVON,50.831,-1.803
MISCELLANEOUS LITTLE AVON CATCHMENT,51.631,-2.384
ENCLOSED WATER / LAKE N.C.R.S (N),49.892,-0.609
ALDERFEN BROAD EDGE,52.723,1.483
CROMES BROAD EDGE,52.723,1.514
RANWORTH BROAD EDGE,52.683,1.487
WROXHAM BROAD (R.BURE) EDGE,52.698,1.414
SOUTH WALSHAM BROAD EDGE,52.672,1.507
ROLLESBY BROAD SAILING CLUB EDGE,52.677,1.641
HORSEY MERE (R.THURNE) EDGE,52.741,1.627
HICKLING BROAD (R.THURNE) EDGE,52.746,1.571
CARR BK - STAUNTON HAROLD SAILING CLUB,52.814,-1.441
"POLCON 1-OFF, WATER: TRENT 16",49.892,-0.609
BROOMLEE LOUGH AT OVERFLOW,55.021,-2.334
AD HOC SAMPLES IN AREA 256,49.892,-0.609
CASTLE WATER,50.930,0.739
GREATSTONE LAKE,50.958,0.958
MOCKBEGGAR LAKE,50.875,-1.779
SNAILS LAKE,50.863,-1.787
"SILVERWINGS LAKE, WRAYSBURY",51.450,-0.549
"KINGSMEAD SMALL LAKE, HORTON",51.463,-0.550
TURNFORD MARSH LAKE :TURNFORD,51.719,-0.019
STEWARTBY LAKE CONCRETE PLATFORM,52.072,-0.526
THOMPSON WATER,52.517,0.819
HOVETON GREAT BROAD EDGE,52.692,1.426
HARDLEY FLOOD EDGE SAMPLE,52.542,1.508
FRITTON LAKE AT COUNTRY PARK EDGE SAMPLE,52.542,1.653
MISC.10KM SQ BUNGAY (N).............TM39,52.460,1.384
TALLINGTON LAKES,52.672,-0.366
THRAPSTON LAKE,52.402,-0.542
UPTON LITTLE BROAD,52.665,1.538
GREAT LAKE AT CLUMBER WFD POINT,53.250,-1.135
ATTENBOROUGH SAILING CLUB WFD POINT,52.896,-1.240
UPPER MID SEVERN (MONT-BEWDLEY),49.892,-0.609
"POLCON 1-OFF, WATER: TRENT 62",49.892,-0.609
"POLCON 1-OFF, WATER: TRENT 73",49.892,-0.609
MALHAM TARN,54.092,-2.163
MISC LAKE SAMPLES NORTH CUMBRIA,49.892,-0.609
MISC LAKE SAMPLES SOUTH CUMBRIA,49.892,-0.609
ENNERDALE WATER NEAR BOWNESS KNOTT,54.520,-3.373
DERWENTWATER,54.579,-3.146
CAPTAINS CLOUGH AT MORTFIELD,53.587,-2.446
WINDERMERE SOUTH BASIN,54.316,-2.951
GRASMERE WFD STILLWATER MONITORING POINT,54.449,-3.019
WINDERMERE NORTH BASIN WFD,54.401,-2.956
NOOK LAKE,50.927,0.744
WESTBERE LAKES POINT1,51.303,1.146
GREAT PUCKSTONE LAKE 2,51.305,1.170
MURSTON ANGLING LAKE,51.350,0.772
WESTBERE LAKES,51.301,1.142
NORTH POINT LAKE,50.945,0.756
FORDWICH LAKE,51.296,1.134
THE GARA AT SLAPTON LEY 2,50.278,-3.652
"VIRGINIA WATER OUTLET, ABOVE A30 ROADBRI",51.408,-0.596
THORPE PARK LAKE (FLEET LAKE),51.408,-0.510
LAKE AT BURGHFIELD,51.425,-1.016
BURGHFIELD SAILING CLUB AT BURGHFIELD LA,51.428,-1.066
LAKE AT SONNING EYE,51.477,-0.923
TURNERSHILL MARSH :FISHERS GREEN,51.706,-0.017
BOWYERS WATER :WALTHAM CROSS,51.693,-0.025
BROGBOROUGH LAKE EAST BANK NR ROAD,52.048,-0.569
DRAYCOTE WATER NRMP,52.320,-1.320
CARSINGTON WATER NRMP,53.070,-1.630
HAY-A-PARK LAKE,54.017,-1.452
KIMMER LOUGH,55.451,-1.812
HARBOTTLE LAKE,55.333,-2.132
DARDEN LOUGH,55.255,-2.047
BOLAM LAKE AT OUTLET,55.131,-1.870
KIELDER WATER AT DAM NORTH SLIPWAY,55.188,-2.464
COANWOOD FEN,54.927,-2.482
GRINDON LOUGH,55.003,-2.306
THROXENBY MERE (SCARBOROUGH),54.285,-0.451
SEMERWATER OUTFLOW @ RD BRIDGE,54.285,-2.121
HAY-A-PARK SSSI,54.021,-1.444
QUEEN MARYS DUBB,54.169,-1.536
SCARBOROUGH MERE,54.259,-0.413
GREAT LAKE AT CASTLE HOWARD,54.125,-0.907
GORMIRE SSSI,54.243,-1.228
SWALE LAKES SSSI,54.377,-1.617
ROSTHERNE MERE OUTLET TO BLACKBURNS BK,53.353,-2.372
BAR MERE NEAR BIRD HIDE ON MERE,53.027,-2.691
BEWL WATER,51.068,0.394
MISCELLANEOUS ALLEN CATCHMENT,50.894,-2.023
COLLIFORD LAKE DAM SURFACE,50.510,-4.573
MISC.10KM SQ AMPTHILL...............TL03,51.960,-0.546
"POLCON 1-OFF, WATER: TRENT 14",49.892,-0.609
"POLCON 1-OFF, WATER: TRENT 41",49.892,-0.609
FISHERIES WATER SPLS: TRENT 69,49.892,-0.609
"POLCON 1-OFF, WATER: TRENT 70",49.892,-0.609
SPROTBOROUGH (LONG LAKE),53.505,-1.192
MISC LAKE SAMPLES LUNE/WYRE,49.892,-0.609
WATCHLANE FLASH - UNIT 16,53.141,-2.404
NEWHOUSES TARN (BOAT HOUSE),54.168,-2.308
MALHAM TARN (WEST BOAT HOUSE),54.100,-2.167
CRABMILL FLASH,53.143,-2.423
BEWL BRIDGE RAW WATER,51.076,0.387
DECOY BROAD R.BURE,52.698,1.447
FRITTON LAKES LOUND MILL WATER,52.547,1.689
SWANHOLME LAKE LINCOLN,53.208,-0.590
CLUMBER LAKE AT HARDWICK,53.271,-1.046
KEDLESTON PARK LAKE AT FOOTBRIDGE,52.963,-1.536
MELBOURNE WTW STAUNTON HAROLD DWD S/P,52.811,-1.432
CARSINGTON WATER LAKE SAMPLE,53.048,-1.635
COP MERE LAKE WFD,52.863,-2.292
LINSHIELS LAKE AT THE OUTFLOW,55.333,-2.173
SWEETHOPE LOUGHS AT LOUGH HOUSE,55.135,-2.086
TINDALE TARN AT OVERFLOW,54.923,-2.611
WITTON CASTLE LAKES AT OVERFLOW,54.674,-1.758
DEARNE 01: SOURCE TO LUNDWOOD - AD HOC,53.554,-1.433
MISC LAKE SAMPLES IN MERSEYSIDE,49.892,-0.609
BLELHAM TARN,54.398,-2.975
MISC SAMPLES ON ROCH IRK MEDLOCK LEAP,49.892,-0.609
BETLEY MERE FROM JETTY,53.029,-2.374
OSS MERE - BANKSIDE SAMPLE,52.993,-2.648
BROTHERSWATER - LAKES TOUR,54.506,-2.925
CONISTON - LAKES TOUR,54.353,-3.066
ELTERWATER - LAKES TOUR,54.429,-3.036
ENNERDALE - LAKES TOUR,54.521,-3.376
ULLSWATER - LAKES TOUR,54.547,-2.946
BUTTERMERE - LAKES TOUR,54.527,-3.256
CRUMMOCK WATER - LAKES TOUR,54.555,-3.302
WASTWATER - LAKES TOUR,54.438,-3.301
HAWESWATER - LAKES TOUR,54.518,-2.808
LOUGHRIGG TARN - LAKES TOUR,54.431,-3.014
RYDAL WATER - LAKES TOUR,54.448,-2.992
THIRLMERE - LAKES TOUR,54.529,-3.055
BLEA WATER,54.490,-2.849
THURSTONFIELD LOUGH,54.898,-3.063
LITTLE LANGDALE TARN,54.421,-3.067
DEVOKE WATER,54.361,-3.299
TARN HOWS,54.391,-3.032
HEDGECOURT LAKE,51.148,-0.059
"OUTPUT OF THE LAKE AT SLUICE, STOVER",50.565,-3.643
SHERBORNE LAKE,50.948,-2.503
CRANE CATCHMENT EFFLUENT N.C.R.S,49.892,-0.609
BOLDERMERE,51.315,-0.455
ENCLOSED WATER / LAKE N.C.R.S (S),49.892,-0.609
THAMES CATCHMENT EFFLUENT N.C.R.S (N),49.892,-0.609
"L2.2, SNETTISHAM LAGOONS, S END OF L2",52.861,0.447
"L3.2, SNETTISHAM LAGOONS, CAUSEWAY L3",52.857,0.447
"L4.2,SNETTISHAM LAGOONS,E.SIDE 2 ISLANDS",52.852,0.448
"L1.4, SNETTISHAM LAGOONS, OPP CHICANE",52.870,0.446
SEA MERE,52.572,1.006
MERE ELLESMERE SP SURVEY SAMP. POINT 4,52.913,-2.885
"POLCON 1-OFF, WATER: TRENT 61",49.892,-0.609
MILFORD LAKE,51.346,-1.353
BURNT FEN BROAD SOUTH END,52.713,1.460
MISC.10KM SQ MARKET HARBOROUGH......SP78,52.414,-0.972
MISC.10KM SQ NORTH WALSHAM..........TG23,52.823,1.264
MISC.10KM SQ BUNGAY (S).............TM38,52.370,1.377
SEMER WATER,54.283,-2.122
ROTHAY D/S RYDAL WATER U/S RYDAL BECK,54.447,-2.984
MERE MERE (MID MERE SAMPLE FROM BOAT),53.331,-2.403
MISCELLANEOUS BRUE CATCHMENT,51.157,-2.673
"SPRING LAKE, FEN LAKES FISHERY",52.475,1.123
"KINGFISHER LAKE, FEN LAKES FISHERY",52.475,1.125
MISC.10KM SQ BRISTON................TG03,52.830,0.967
MISC.10KM SQ BLAKENEY...............TG04,52.920,0.974
MISC.10KM SQ IPSWICH................TM14,52.019,1.059
MISC.10KM SQ BUNWELL................TM19,52.468,1.090
COLE MERE - LITTLE MILL COTTAGE,52.895,-2.851
