,date,year,month,day,day_of_year,num_samples,depth,chla,secchi,tp,doc,ph,tkn,no2,no3,nh4,dic,temp,par,poc,srp,tdn,tn,lake
15251,1992-06-22,1992,6,22,174,17,1.041666667,9.763666667,,,,,,,,,0.281833333,,,,,,,East long lake
32285,1992-06-22,1992,6,22,174,18,,13.0,2.3,0.09,,,1.57,,,0.057,,,,,,,,Pine lake -south
32070,1992-06-22,1992,6,22,174,18,,4.6,3.6,0.062,,,1.42,,,0.092,,,,,,,,Pine lake -middle
30820,1992-06-23,1992,6,23,175,32,,1.84,3.48,14.5,,,,,,,,17.27,,,2.7,,,Oneida lake
6158,1992-06-23,1992,6,23,175,23,,13.2,3.1,22.0,,7.5,,,214.0,5.0,,18.6,,,,,,Bassenthwaite
13895,1992-06-23,1992,6,23,175,24,,3.3,5.75,10.6,,6.9,,,66.0,5.0,,18.8,,,,,,Derwentwater
29166,1992-06-23,1992,6,23,175,6,,7.0,4.5,0.034,17.2,8.49,1.24,,,0.034,,,,,,,,Nakamun lake
40283,1992-06-23,1992,6,23,175,10,,41.5,1.2,0.087,27.2,8.89,2.1,,,0.032,,,,,,,,Thunder lake
25383,1992-06-23,1992,6,23,175,7,,23.0,1.8,0.074,29.7,9.2,2.3,,,0.042,,,,,,,,Lower mann lake
44267,1992-06-23,1992,6,23,175,6,,6.2,2.8,0.024,11.2,8.63,0.77,,,0.007,,,,,,,,Wabamun lake -main basin
45432,1992-06-23,1992,6,23,175,17,1.2625,3.89275,,,,,,,,,0.34725,,,,,,,West long lake
35606,1992-06-23,1992,6,23,175,14,,3.5,2.0,0.089,,,,,,,,,,,,,,Shorncliffe lake
33008,1992-06-24,1992,6,24,176,17,0.866666667,4.426333333,,,,,,,,,1.613333333,,,,,,,Peter Lake
32521,1992-06-25,1992,6,25,177,17,1.2125,5.79225,,,,,,,,,0.989,,,,,,,Paul Lake
49748,1992-06-25,1992,6,25,177,6,1.0,17.4,,0.06038,,,,,,,,,,,,,,Hamilton harbour
11585,1992-06-26,1992,6,26,178,17,0.948,8.6416,,,,,,,,,,,,,,,,Central long lake
723,1992-06-29,1992,6,29,181,13,,1.185,4.8,3.0,3.48,,,,,,,,,,,,,Experimental lake 224
1403,1992-06-29,1992,6,29,181,15,,1.775,3.8,4.0,6.84,,,,,,,16.3,,,,,,Experimental lake 239
35607,1992-06-29,1992,6,29,181,14,,5.0,2.0,0.09,,,,,,,,,,,,,,Shorncliffe lake
15252,1992-06-29,1992,6,29,181,17,1.083333333,7.047,,,,,,,,,0.294,,,,,,,East long lake
32286,1992-06-29,1992,6,29,181,18,,2.1,4.1,0.079,,,1.48,,,0.176,,,,,,,,Pine lake -south
32179,1992-06-29,1992,6,29,181,18,,3.7,3.9,0.069,,,1.45,,,0.097,,,,,,,,Pine lake -north
32071,1992-06-29,1992,6,29,181,18,,6.1,3.5,0.069,,,1.63,,,0.096,,,,,,,,Pine lake -middle
30821,1992-06-29,1992,6,29,181,32,,2.23,3.31,19.9,,,,,,,,18.38,,,1.2,,,Oneida lake
40284,1992-06-29,1992,6,29,181,10,,62.1,1.1,0.09,,,,,,,,,,,,,,Thunder lake
48828,1992-06-30,1992,6,30,182,26,,14.68,2.5,17.48,,8.93,,,246.0,5.0,,21.0,,,,,,Windermere -south basin
38981,1992-06-30,1992,6,30,182,18,0.5,22.86,,,,,,,,,,,,,,,,Sätoftasjön
7937,1992-06-30,1992,6,30,182,25,,13.8,3.6,18.6,,,,,585.0,24.0,,21.5,,,,,,Belhalm tarn
43865,1992-06-30,1992,6,30,182,19,0.5,12.55,,,,,,,,,,,,,,,,Västra Ringsjön
17194,1992-06-30,1992,6,30,182,26,,49.16,1.6,39.9,,9.61,,,415.0,32.0,,21.2,,,,,,Esthwaite water
21015,1992-06-30,1992,6,30,182,25,,3.0,5.5,13.0,,,,,200.0,5.0,,19.3,,,,,,Grasmere
51698,1992-06-30,1992,6,30,182,19,0.5,13.42,,,,,,,,,,,,,,,,Östra Ringsjön
45433,1992-06-30,1992,6,30,182,17,1.2625,3.03275,,,,,,,,,0.17425,,,,,,,West long lake
46969,1992-06-30,1992,6,30,182,26,,3.12,5.5,10.64,,7.43,,,391.0,17.0,,21.1,,,,,,Windermere -north basin
36852,1992-06-30,1992,6,30,182,16,1.5,1.35,,,,,,,,,,,,,,,,Sparkling lake
19942,1992-06-30,1992,6,30,182,15,,0.548333333,14.8,,,,,,,,,,17.64218261,,,,,Giles lake
33009,1992-07-01,1992,7,1,183,17,0.933333333,2.927666667,,,,,,,,,1.684666667,,,,,,,Peter Lake
45366,1992-07-01,1992,7,1,183,16,,7.953333333,4.8,,,,,,,,,,12.45483846,,,,,Waynewood lake
50810,1992-07-01,1992,7,1,183,12,,5.46,,0.062,,,,,,,,,,,,,1.02,Taihu
1859,1992-07-01,1992,7,1,183,9,,2.24,4.0,,7.56,,,,,,,,,,,,,Experimental lake 442
32522,1992-07-02,1992,7,2,184,17,1.195,3.159,,,,,,,,,0.82275,,,,,,,Paul Lake
25628,1992-07-02,1992,7,2,184,17,,2.394,4.7,,,,,,,,,,12.008725,,,,,Lacawac
15133,1992-07-02,1992,7,2,184,7,,5.2,5.6,0.024,10.2,8.58,0.64,0.003,,0.006,,,,,,,,Ethel Lake -cold lake
11586,1992-07-03,1992,7,3,185,17,0.94,10.215,,,,,,,,,,,,,,,,Central long lake
18771,1992-07-05,1992,7,5,187,13,,12.5,3.0,0.055,,8.2,,,,,,,,,,,,Goose lake
41009,1992-07-06,1992,7,6,188,17,1.5,2.95,,,,,,,,,,,,,,,,Trout lake
15253,1992-07-06,1992,7,6,188,17,0.925,12.90383333,,,,,,,,,0.217666667,,,,,,,East long lake
30822,1992-07-06,1992,7,6,188,32,,2.14,3.34,20.2,,,,,,,,18.8,,,2.2,,,Oneida lake
12566,1992-07-06,1992,7,6,188,17,1.5,0.65,,,,,,,,,,,,,,,,Crystal lake
35608,1992-07-07,1992,7,7,189,14,,3.9,1.5,0.081,,9.0,,0.134,,,,,,,,,,Shorncliffe lake
6159,1992-07-07,1992,7,7,189,23,,11.0,1.1,22.8,,7.38,,,262.0,5.0,,18.2,,,,,,Bassenthwaite
41651,1992-07-07,1992,7,7,189,17,1.666666667,42.3,,,,,,,,,,,,,,,,Trout bog
13896,1992-07-07,1992,7,7,189,24,,6.5,3.8,11.0,,7.1,,,20.0,8.0,,19.1,,,,,,Derwentwater
45434,1992-07-07,1992,7,7,189,17,1.05,7.36425,,,,,,,,,0.193,,,,,,,West long lake
3281,1992-07-07,1992,7,7,189,16,1.0,10.5,,,,,,,,,,,,,,,,Allequash lake
32180,1992-07-08,1992,7,8,190,18,,13.9,2.9,0.081,16.3,8.73,1.53,,,0.091,,,,,,,,Pine lake -north
32072,1992-07-08,1992,7,8,190,18,,22.5,2.8,0.065,17.1,8.74,1.6,0.002,,0.055,,,,,,,,Pine lake -middle
26265,1992-07-08,1992,7,8,190,35,,70.45,1.33,139.45,,,,,,,,15.0,,,39.95,,,Loch leven
33010,1992-07-08,1992,7,8,190,17,1.25,7.5965,,,,,,,,,1.52825,,,,,,,Peter Lake
32287,1992-07-08,1992,7,8,190,18,,43.1,2.5,0.092,16.9,8.77,1.8,0.002,,0.024,,,,,,,,Pine lake -south
13225,1992-07-08,1992,7,8,190,17,1.0,7.533333333,,,,,,,,,,,,,,,,Crystal bog
8639,1992-07-08,1992,7,8,190,17,3.0,1.3,,,,,,,,,,,,,,,,Big Muskellunge lake
3862,1992-07-09,1992,7,9,191,7,,14.4,2.5,0.042,14.2,8.62,0.89,,,0.016,,,,,,,,Baptiste lake N.
3997,1992-07-09,1992,7,9,191,7,,11.4,3.1,0.031,14.4,8.67,0.9,,,0.021,,,,,,,,Baptiste lake S.
32523,1992-07-09,1992,7,9,191,17,1.1825,3.529,,,,,,,,,0.76875,,,,,,,Paul Lake
26266,1992-07-10,1992,7,10,192,35,,6.55,2.75,51.725,,,,,,,,10.75,,,26.2,,,Loch leven
11587,1992-07-10,1992,7,10,192,17,1.208333333,16.0725,,,,,,,,,,,,,,,,Central long lake
18772,1992-07-12,1992,7,12,194,13,,21.4,3.3,0.066,,,,,,,,,,,,,,Goose lake
32181,1992-07-13,1992,7,13,195,18,,37.6,1.6,0.094,,,1.72,,,0.025,,,,,,,,Pine lake -north
1404,1992-07-13,1992,7,13,195,15,,2.175,3.1,3.5,7.44,,,,,,,19.4,,,,,,Experimental lake 239
21016,1992-07-13,1992,7,13,195,25,,8.0,3.5,17.0,,,,,187.0,16.0,,18.3,,,,,,Grasmere
32288,1992-07-13,1992,7,13,195,18,,46.5,1.3,0.076,,,1.84,,,0.028,,,,,,,,Pine lake -south
15254,1992-07-13,1992,7,13,195,17,0.958333333,19.09183333,,,,,,,,,0.1215,,,,,,,East long lake
12567,1992-07-13,1992,7,13,195,17,1.5,0.7,,,,,,,,,,,,,,,,Crystal lake
32073,1992-07-13,1992,7,13,195,18,,47.5,1.3,0.087,,,1.88,,,0.021,,,,,,,,Pine lake -middle
41652,1992-07-13,1992,7,13,195,17,1.666666667,12.1,,,,,,,,,,,,,,,,Trout bog
724,1992-07-13,1992,7,13,195,13,,0.8,5.7,2.5,3.66,,,,,,,,,,,,,Experimental lake 224
17195,1992-07-14,1992,7,14,196,26,,43.17,1.2,42.18,,8.12,,,315.0,5.0,,17.3,,,,,,Esthwaite water
36853,1992-07-14,1992,7,14,196,16,1.5,2.15,,,,,,,,,,,,,,,,Sparkling lake
38039,1992-07-14,1992,7,14,196,7,0.5,5.1,,,,,,,,,,,,,,,,Storhjälmaren
8640,1992-07-14,1992,7,14,196,17,1.5,2.95,,,,,,,,,,,,,,,,Big Muskellunge lake
28251,1992-07-14,1992,7,14,196,6,0.5,4.2,,,,,,,,,,,,,,,,Mariestadsviken  -site 2
45435,1992-07-14,1992,7,14,196,17,1.3,3.77025,,,,,,,,,0.24575,,,,,,,West long lake
7938,1992-07-14,1992,7,14,196,25,,12.6,2.9,42.9,,,,,449.0,23.0,,17.2,,,,,,Belhalm tarn
38982,1992-07-14,1992,7,14,196,18,0.5,30.39,,,,,,,,,,,,,,,,Sätoftasjön
46970,1992-07-14,1992,7,14,196,26,,4.6,5.2,9.88,,7.31,,,369.0,5.0,,17.8,,,,,,Windermere -north basin
43866,1992-07-14,1992,7,14,196,19,0.5,33.28,,,,,,,,,,,,,,,,Västra Ringsjön
51699,1992-07-14,1992,7,14,196,19,0.5,44.81,,,,,,,,,,,,,,,,Östra Ringsjön
19943,1992-07-14,1992,7,14,196,15,,1.043333333,15.9,,,,,,,,,,19.22311429,,,,,Giles lake
48829,1992-07-14,1992,7,14,196,26,,16.74,2.3,22.04,,8.57,,,225.0,5.0,,18.0,,,,,,Windermere -south basin
45367,1992-07-15,1992,7,15,197,16,,54.23333333,3.8,,,,,,,,,,13.96333333,,,,,Waynewood lake
38266,1992-07-15,1992,7,15,197,12,0.5,4.1,,,,,,,,,,,,,,,,Strängnäsbron
24550,1992-07-15,1992,7,15,197,12,1.75,15.65,,,,,,,,,,,,,,,,Kvicksundsbron
13226,1992-07-15,1992,7,15,197,17,1.0,8.033333333,,,,,,,,,,,,,,,,Crystal bog
36394,1992-07-15,1992,7,15,197,7,0.5,30.6,,,,,,,,,,,,,,,,Skarven
30823,1992-07-15,1992,7,15,197,32,,3.02,3.23,14.4,,,,,,,,20.29,,,1.0,,,Oneida lake
43630,1992-07-15,1992,7,15,197,7,0.5,17.7,,,,,,,,,,,,,,,,Västeråsfjärden N.
29167,1992-07-15,1992,7,15,197,6,,30.8,2.5,0.067,16.6,8.48,1.41,0.001,,0.121,,,,,,,,Nakamun lake
35231,1992-07-15,1992,7,15,197,7,0.5,2.9,,,,,,,,,,,,,,,,Björkfjärden SE.
33011,1992-07-15,1992,7,15,197,17,1.35,5.9845,,,,,,,,,1.31275,,,,,,,Peter Lake
43223,1992-07-15,1992,7,15,197,7,0.5,9.6,,,,,,,,,,,,,,,,Ulvhällsfjärden
3282,1992-07-15,1992,7,15,197,16,1.0,5.55,,,,,,,,,,,,,,,,Allequash lake
15552,1992-07-15,1992,7,15,197,7,0.5,15.2,,,,,,,,,,,,,,,,Ekoln Vreta Udd
1860,1992-07-15,1992,7,15,197,9,,1.79,3.1,,8.76,,,,,,,,116.5644817,,,,,Experimental lake 442
23817,1992-07-15,1992,7,15,197,12,0.5,7.3,,,,,,,,,,,,,,,,Hjulstabron W.
22081,1992-07-15,1992,7,15,197,7,0.5,4.0,,,,,,,,,,,,,,,,Görväln S.
25629,1992-07-16,1992,7,16,198,17,,5.255,3.8,,,,,,,,,,15.01994545,,,,,Lacawac
44268,1992-07-16,1992,7,16,198,6,,14.5,2.0,0.033,10.9,8.75,0.7,,,0.006,,,,,,,,Wabamun lake -main basin
40285,1992-07-16,1992,7,16,198,10,,80.2,0.8,0.122,25.1,9.07,2.65,,,0.015,,,,,,,,Thunder lake
38745,1992-07-16,1992,7,16,198,7,0.5,21.7,,,,,,,,,,,,,,,,Svinnegarnsviken
33514,1992-07-16,1992,7,16,198,7,0.5,2.8,,,,,,,,,,,,,,,,Prästfjärden
38514,1992-07-16,1992,7,16,198,12,0.5,7.3,,,,,,,,,,,,,,,,Stäketbron
20271,1992-07-16,1992,7,16,198,7,0.5,9.7,,,,,,,,,,,,,,,,Granfj. Djurgårds Udde
19682,1992-07-16,1992,7,16,198,7,0.5,20.5,,,,,,,,,,,,,,,,Galten
41010,1992-07-16,1992,7,16,198,17,1.5,1.25,,,,,,,,,,,,,,,,Trout lake
29346,1992-07-16,1992,7,16,198,6,0.5,20.8,,,,,,,,,,,,,,,,NorraVänern -ölmeviken
18773,1992-07-16,1992,7,16,198,13,,43.9,2.4,0.087,14.7,8.46,1.08,0.001,,0.026,,,,,,,,Goose lake
29079,1992-07-16,1992,7,16,198,7,0.5,2.8,,,,,,,,,,,,,,,,Mälaren -erikssund
9386,1992-07-16,1992,7,16,198,7,0.5,11.9,,,,,,,,,,,,,,,,Blacken lake
32524,1992-07-16,1992,7,16,198,17,1.2625,3.01525,,,,,,,,,0.71475,,,,,,,Paul Lake
26267,1992-07-16,1992,7,16,198,35,,36.3,1.65,171.0,,,,,,,,15.9,,,91.35,,,Loch leven
11588,1992-07-17,1992,7,17,199,17,1.191666667,7.463,,,,,,,,,,,,,,,,Central long lake
18774,1992-07-19,1992,7,19,201,13,,38.0,2.0,0.074,,,,,,,,,,,,,,Goose lake
6160,1992-07-20,1992,7,20,202,23,,19.8,2.5,24.7,,7.28,,,296.0,5.0,,17.2,,,,,,Bassenthwaite
32182,1992-07-20,1992,7,20,202,18,,32.1,2.1,0.085,,,1.54,,,0.024,,,,,,,,Pine lake -north
23909,1992-07-20,1992,7,20,202,7,0.5,19.3,,,,,,,,,,,,,,,,Hulingen
30824,1992-07-20,1992,7,20,202,32,,4.58,2.72,15.0,,,,,,,,21.38,,,1.5,,,Oneida lake
35609,1992-07-20,1992,7,20,202,14,,17.0,1.5,0.072,,,,,,,,,,,,,,Shorncliffe lake
15255,1992-07-20,1992,7,20,202,17,1.053333333,7.750333333,,,,,,,,,0.169166667,,,,,,,East long lake
32289,1992-07-20,1992,7,20,202,18,,101.0,0.7,0.126,,,2.06,,,0.043,,,,,,,,Pine lake -south
32074,1992-07-20,1992,7,20,202,18,,120.3,0.6,0.134,,,2.28,,,0.01,,,,,,,,Pine lake -middle
13897,1992-07-20,1992,7,20,202,24,,7.0,3.75,10.6,,6.8,,,79.0,5.0,,16.2,,,,,,Derwentwater
49749,1992-07-21,1992,7,21,203,6,1.0,20.29,,0.04781,,,,,,,,,,,,,,Hamilton harbour
45436,1992-07-21,1992,7,21,203,17,1.2875,3.11575,,,,,,,,,0.1205,,,,,,,West long lake
21656,1992-07-21,1992,7,21,203,7,0.5,15.1,,,,,,,,,,,,,,,,Grönskogssjön
25384,1992-07-22,1992,7,22,204,7,,98.0,,0.126,31.0,9.09,3.5,0.002,,0.034,,,,,,,,Lower mann lake
33012,1992-07-22,1992,7,22,204,17,0.85,3.597333333,,,,,,,,,1.520333333,,,,,,,Peter Lake
32525,1992-07-23,1992,7,23,205,17,1.225,3.58825,,,,,,,,,0.86025,,,,,,,Paul Lake
15134,1992-07-23,1992,7,23,205,7,,7.4,4.2,0.017,10.6,8.6,0.62,,,0.026,,,,,,,,Ethel Lake -cold lake
11589,1992-07-24,1992,7,24,206,17,1.166666667,3.630833333,,,,,,,,,,,,,,,,Central long lake
26268,1992-07-24,1992,7,24,206,35,,94.15,0.835,177.1,,,,,,,,16.4,,,53.55,,,Loch leven
30825,1992-07-27,1992,7,27,209,32,,3.04,2.84,17.8,,,,,,,,20.91,,,1.6,,,Oneida lake
1405,1992-07-27,1992,7,27,209,15,,1.935,3.8,3.5,7.68,,,,,,,19.0,51.50534443,,,,,Experimental lake 239
15256,1992-07-27,1992,7,27,209,17,1.041666667,5.039666667,,,,,,,,,0.166,,,,,,,East long lake
725,1992-07-27,1992,7,27,209,13,,0.965,6.4,3.5,3.66,,,,,,,,51.50534443,,,,,Experimental lake 224
21017,1992-07-27,1992,7,27,209,25,,11.0,2.75,19.0,,,,,175.0,37.0,,16.9,,,,,,Grasmere
41011,1992-07-27,1992,7,27,209,17,3.0,1.8,,,,,,,,,,,,,,,,Trout lake
13227,1992-07-27,1992,7,27,209,17,1.25,19.625,,,,,,,,,,,,,,,,Crystal bog
17196,1992-07-28,1992,7,28,210,26,,61.04,1.1,35.34,,7.93,,,201.0,5.0,,17.2,,,,,,Esthwaite water
19944,1992-07-28,1992,7,28,210,15,,1.73,16.0,,,,,,,,,,13.50631304,,,,,Giles lake
46971,1992-07-28,1992,7,28,210,26,,10.89,3.5,11.78,,7.19,,,311.0,8.0,,17.7,,,,,,Windermere -north basin
48830,1992-07-28,1992,7,28,210,26,,21.4,3.0,23.18,,7.43,,,292.0,5.0,,17.5,,,,,,Windermere -south basin
45437,1992-07-28,1992,7,28,210,17,1.375,3.293,,,,,,,,,0.29525,,,,,,,West long lake
7939,1992-07-28,1992,7,28,210,25,,16.2,2.2,27.7,,,,,398.0,5.0,,17.1,,,,,,Belhalm tarn
35610,1992-07-28,1992,7,28,210,14,,9.2,1.5,0.064,,9.11,,0.001,,,,,,,,,,Shorncliffe lake
33013,1992-07-29,1992,7,29,211,17,0.733333333,3.075333333,,,,,,,,,1.627333333,,,,,,,Peter Lake
1861,1992-07-29,1992,7,29,211,9,,2.23,4.5,,8.64,,,,,,,,128.6684552,,,,,Experimental lake 442
18775,1992-07-29,1992,7,29,211,13,,52.9,2.5,0.064,,,,,,,,,,,,,,Goose lake
3998,1992-07-29,1992,7,29,211,7,,52.8,1.2,0.049,15.8,9.06,1.41,,,0.012,,,,,,,,Baptiste lake S.
3863,1992-07-29,1992,7,29,211,7,,65.7,0.8,0.06,15.7,9.03,1.44,,,0.007,,,,,,,,Baptiste lake N.
36854,1992-07-29,1992,7,29,211,16,3.0,0.6,,,,,,,,,,,,,,,,Sparkling lake
26269,1992-07-29,1992,7,29,211,35,,75.625,1.01,156.8,,,,,,,,15.65,,,41.5,,,Loch leven
3283,1992-07-29,1992,7,29,211,16,1.0,5.1,,,,,,,,,,,,,,,,Allequash lake
45368,1992-07-29,1992,7,29,211,16,,18.78,2.8,,,,,,,,,,11.3373,,,,,Waynewood lake
12568,1992-07-30,1992,7,30,212,17,1.5,1.85,,,,,,,,,,,,,,,,Crystal lake
32075,1992-07-30,1992,7,30,212,18,,138.8,0.8,0.11,,,2.63,,,0.017,,,,,,,,Pine lake -middle
32526,1992-07-30,1992,7,30,212,17,1.3075,2.69,,,,,,,,,0.9675,,,,,,,Paul Lake
32183,1992-07-30,1992,7,30,212,18,,50.0,1.2,0.063,,,1.85,,,0.026,,,,,,,,Pine lake -north
8641,1992-07-30,1992,7,30,212,17,1.5,1.8,,,,,,,,,,,,,,,,Big Muskellunge lake
25630,1992-07-30,1992,7,30,212,17,,5.14,3.5,,,,,,,,,,11.9429,,,,,Lacawac
32290,1992-07-30,1992,7,30,212,18,,163.0,0.5,0.125,,,3.2,,,0.015,,,,,,,,Pine lake -south
11590,1992-07-31,1992,7,31,213,17,1.148333333,3.532833333,,,,,,,,,,,,,,,,Central long lake
41653,1992-07-31,1992,7,31,213,17,1.75,24.4,,,,,,,,,,,,,,,,Trout bog
50811,1992-08-01,1992,8,1,214,12,,8.3,,0.039,,,,,,,,,,,,,,Taihu
6161,1992-08-03,1992,8,3,216,23,,16.5,3.4,20.9,,7.4,,,198.0,9.0,,16.4,,,,,,Bassenthwaite
13898,1992-08-03,1992,8,3,216,24,,11.1,3.5,9.9,,7.0,,,79.0,5.0,,15.7,,,,,,Derwentwater
25385,1992-08-03,1992,8,3,216,7,,175.6,0.5,0.154,,,3.88,,,0.021,,,,,,,,Lower mann lake
15257,1992-08-03,1992,8,3,216,17,1.1,4.2735,,,,,,,,,0.341,,,,,,,East long lake
30826,1992-08-03,1992,8,3,216,32,,4.5,2.59,19.1,,,,,,,,20.52,,,1.9,,,Oneida lake
45438,1992-08-04,1992,8,4,217,17,1.4,3.3355,,,,,,,,,0.24575,,,,,,,West long lake
32291,1992-08-04,1992,8,4,217,18,,98.9,0.8,0.076,18.3,8.62,2.35,0.002,,0.07,,,,,,,,Pine lake -south
32184,1992-08-04,1992,8,4,217,18,,65.8,0.9,0.07,17.8,8.66,2.19,,,0.028,,,,,,,,Pine lake -north
32076,1992-08-04,1992,8,4,217,18,,110.4,0.7,0.086,18.3,8.54,2.43,0.001,,0.077,,,,,,,,Pine lake -middle
28252,1992-08-05,1992,8,5,218,6,0.5,3.1,,,,,,,,,,,,,,,,Mariestadsviken  -site 2
29168,1992-08-05,1992,8,5,218,6,,35.1,1.7,0.067,18.7,8.71,1.7,,,0.033,,,,,,,,Nakamun lake
33014,1992-08-05,1992,8,5,218,17,1.35,5.80825,,,,,,,,,1.54275,,,,,,,Peter Lake
50655,1992-08-05,1992,8,5,218,7,2.55,97.5,,,,,,,,,,,,4.9,,,,Kasumigaura
40286,1992-08-06,1992,8,6,219,10,,44.6,0.8,0.112,29.0,9.04,2.48,,,0.011,,,,,,,,Thunder lake
32527,1992-08-06,1992,8,6,219,17,1.3625,2.6145,,,,,,,,,0.9335,,,,,,,Paul Lake
18776,1992-08-06,1992,8,6,219,13,,127.2,1.0,0.066,16.3,9.24,1.85,,,0.008,,,,,,,,Goose lake
11591,1992-08-07,1992,8,7,220,17,0.94,2.5398,,,,,,,,,,,,,,,,Central long lake
25386,1992-08-09,1992,8,9,222,7,,136.8,0.8,0.168,,,4.3,,,0.125,,,,,,,,Lower mann lake
32077,1992-08-10,1992,8,10,223,18,,46.8,1.3,0.063,,,2.23,,,0.086,,,,,,,,Pine lake -middle
35611,1992-08-10,1992,8,10,223,14,,17.9,1.5,0.072,,,,,,,,,,,,,,Shorncliffe lake
30827,1992-08-10,1992,8,10,223,32,,10.95,2.22,15.6,,,,,,,,20.68,,,3.0,,,Oneida lake
15553,1992-08-10,1992,8,10,223,7,0.5,72.2,,,,,,,,,,,,,,,,Ekoln Vreta Udd
1406,1992-08-10,1992,8,10,223,15,,1.495,3.5,3.5,7.62,,,,,,,20.4,146.6150899,,,,,Experimental lake 239
32292,1992-08-10,1992,8,10,223,18,,61.5,1.2,0.063,,,2.33,,,0.034,,,,,,,,Pine lake -south
15258,1992-08-10,1992,8,10,223,17,1.083333333,3.960166667,,,,,,,,,0.532333333,,,,,,,East long lake
44269,1992-08-10,1992,8,10,223,6,,19.0,1.5,0.039,13.5,8.82,1.04,,,0.014,,,,,,,,Wabamun lake -main basin
32185,1992-08-10,1992,8,10,223,18,,37.0,1.4,0.06,,,2.18,,,0.131,,,,,,,,Pine lake -north
12569,1992-08-10,1992,8,10,223,17,1.5,1.3,,,,,,,,,,,,,,,,Crystal lake
726,1992-08-10,1992,8,10,223,13,,1.245,6.5,2.5,3.84,,,,,,,,146.6150899,,,,,Experimental lake 224
41654,1992-08-10,1992,8,10,223,17,2.0,58.375,,,,,,,,,,,,,,,,Trout bog
21018,1992-08-10,1992,8,10,223,25,,13.0,3.0,19.0,,,,,150.0,25.0,,16.3,,,,,,Grasmere
19945,1992-08-11,1992,8,11,224,15,,2.326666667,14.8,,,,,,,,,,16.73514783,,,,,Giles lake
36855,1992-08-11,1992,8,11,224,16,1.5,1.8,,,,,,,,,,,,,,,,Sparkling lake
48831,1992-08-11,1992,8,11,224,26,,13.99,3.1,19.0,,7.55,,,250.0,5.0,,17.1,,,,,,Windermere -south basin
7940,1992-08-11,1992,8,11,224,25,,24.7,1.7,31.9,,,,,251.0,5.0,,16.5,,,,,,Belhalm tarn
45439,1992-08-11,1992,8,11,224,17,1.325,3.32775,,,,,,,,,0.29175,,,,,,,West long lake
36395,1992-08-11,1992,8,11,224,7,0.5,31.3,,,,,,,,,,,,,,,,Skarven
43224,1992-08-11,1992,8,11,224,7,0.5,24.3,,,,,,,,,,,,,,,,Ulvhällsfjärden
17197,1992-08-11,1992,8,11,224,26,,34.37,1.2,36.86,,7.36,,,198.0,80.0,,17.0,,,,,,Esthwaite water
46972,1992-08-11,1992,8,11,224,26,,15.35,2.7,15.2,,8.35,,,228.0,5.0,,17.1,,,,,,Windermere -north basin
15135,1992-08-11,1992,8,11,224,7,,6.8,4.0,0.018,,,,,,,,,,,,,,Ethel Lake -cold lake
45369,1992-08-11,1992,8,11,224,16,,15.155,2.9,,,,,,,,,,11.94429091,,,,,Waynewood lake
22082,1992-08-11,1992,8,11,224,7,0.5,10.1,,,,,,,,,,,,,,,,Görväln S.
43631,1992-08-11,1992,8,11,224,7,0.5,58.8,,,,,,,,,,,,,,,,Västeråsfjärden N.
20272,1992-08-11,1992,8,11,224,7,0.5,20.3,,,,,,,,,,,,,,,,Granfj. Djurgårds Udde
38040,1992-08-11,1992,8,11,224,7,0.5,11.8,,,,,,,,,,,,,,,,Storhjälmaren
35232,1992-08-11,1992,8,11,224,7,0.5,4.3,,,,,,,,,,,,,,,,Björkfjärden SE.
38746,1992-08-12,1992,8,12,225,7,0.5,21.6,,,,,,,,,,,,,,,,Svinnegarnsviken
26270,1992-08-12,1992,8,12,225,35,,14.25,1.74,39.9,,,,,,,,2.8,,,17.05,,,Loch leven
33015,1992-08-12,1992,8,12,225,17,1.4,4.2675,,,,,,,,,1.592,,,,,,,Peter Lake
19683,1992-08-12,1992,8,12,225,7,0.5,22.3,,,,,,,,,,,,,,,,Galten
9387,1992-08-12,1992,8,12,225,7,0.5,11.3,,,,,,,,,,,,,,,,Blacken lake
29080,1992-08-12,1992,8,12,225,7,0.5,5.6,,,,,,,,,,,,,,,,Mälaren -erikssund
8642,1992-08-12,1992,8,12,225,17,1.0,3.566666667,,,,,,,,,,,,,,,,Big Muskellunge lake
33515,1992-08-12,1992,8,12,225,7,0.5,5.6,,,,,,,,,,,,,,,,Prästfjärden
1862,1992-08-12,1992,8,12,225,9,,2.03,4.2,,9.12,,,,,,,,183.3189448,,,,,Experimental lake 442
43867,1992-08-12,1992,8,12,225,19,0.5,48.05,,,,,,,,,,,,,,,,Västra Ringsjön
3284,1992-08-12,1992,8,12,225,16,1.0,10.55,,,,,,,,,,,,,,,,Allequash lake
51700,1992-08-12,1992,8,12,225,19,0.5,44.29,,,,,,,,,,,,,,,,Östra Ringsjön
25631,1992-08-12,1992,8,12,225,17,,3.15,4.4,,,,,,,,,,14.26298462,,,,,Lacawac
13228,1992-08-13,1992,8,13,226,17,1.25,122.275,,,,,,,,,,,,,,,,Crystal bog
38515,1992-08-13,1992,8,13,226,12,0.5,24.2,,,,,,,,,,,,,,,,Stäketbron
41012,1992-08-13,1992,8,13,226,17,1.5,2.25,,,,,,,,,,,,,,,,Trout lake
23818,1992-08-13,1992,8,13,226,12,0.5,11.9,,,,,,,,,,,,,,,,Hjulstabron W.
