Lake,lat,long
FICKLE LAKE - COMPOSITE - (AB07AF0440),53.45056,-116.77889
"Fegen V (pelagialt, djupaste punkten)",57.23143286,13.14234144
FAWCETT LAKE - COMPOSITE - (AB07BK0280),55.30861,-114.02389
Stor-Myckelsjön,62.58585,17.22659
FAIRFAX LAKE - COMPOSITE - (AB07BA0180),52.97028,-116.575
Fagertärn,58.7615,14.70086
Stor-Sundsjön,62.98022,15.143521
Försjön,57.67621,15.1
Fåglasjön,59.70767,18.63578
Strängnäsbron,59.384007,17.018556
Strutsholms Kl O,,
ETHEL LAKE (SWAN HILLS) - COMPOSITE - (AB07BK0140),54.78,-115.05417
ETHEL LAKE (NEAR COLD LAKE) - COMPOSITE - (AB06AC0620),54.52972,-110.35444
Esthwaite,54.362352,-2.986212
"Täkern, Glänäs",58.33776,14.81498
Erie_MERIS,42.2,-81.2
Erie_GLENDA,42.2,-81.2
Erie_cruise,42.79139,-79.20778
EMERSON LAKE - COMPOSITE - (AB07AD0590),53.72361,-117.12278
Ellestadssjön,55.530175,13.732135
ELKWATER LAKE - COMPOSITE - (AB05AH0060),49.66797,-110.28949
ELINOR LAKE - COMPOSITE - (AB06AA1220),54.67917,-111.65833
ELBOW LAKE - COMPOSITE - (AB05BJ0460),50.63611,-115.01667
Ekoln Vreta Udd,59.75805,17.59437
Tronntjärnarna,62.98036,13.03315
Ekholmssjön,59.86577269,17.04487088
Edeskvarnaån NV,57.90746451,14.22919088
EDEN LAKE - COMPOSITE - (AB05EA0310),53.57778,-114.15833
Edasjön,59.80563,17.90399
Eckern,57.289234,16.355727
EAST OSLAND  L99 - COMPOSITE - (AB07OC0050),57.26583,-119.46917
East Long Lake,46.24,-89.5
EAGLENEST LAKE (L24) - COMPOSITE - (AB07KF0270),57.78333,-112.13333
EAGLE LAKE - COMPOSITE - (AB05BM0760),51,-113.31667
Uggenäsdypen,60.6803,12.64786
DUGGAN'S LAKE - COMPOSITE - (AB07BE0580),54.21666,-113.45
DUCK LAKE - COMPOSITE - (AB07BE0690),54.65,-113.93333
DRIEDMEAT LAKE - SITE 2 COMPOSITE - (AB05FA0550),52.89167,-112.7875
DRIEDMEAT LAKE - COMPOSITE - (AB05FA0596),52.87161,-112.75619
DONALDSON LAKE (L85) - COMPOSITE - (AB07HE0030),57.68472,-116.2325
DOLLY LAKE - COMPOSITE - (AB06AF0040),54.58083,-110.23056
Djupa Holmsjön,59.17915661,17.02300595
DILLBERRY LAKE - COMPOSITE - (AB05GA0160),52.575,-110.00417
Derwentwater,54.575284,-3.146121
DECHAINE LAKE - WHOLE LAKE COMPOSITE - (AB05EA1850),53.84389,-114.10306
DEADWOOD LAKE - COMPOSITE - (AB07HC0130),56.71472,-117.59111
Dagstorpssjön,55.99257125,13.48421237
Dagskärsgrund N,58.76622713,13.51714319
"Daglösen, Norra delen",59.69383911,14.18373049
"Daglösen, djuphåla",59.65820737,14.20354887
Dagarn,59.89697257,15.68668773
CUTBANK LAKE - COMPOSITE - (AB07GE0280),55.26361,-119.12444
Crystal bog,46.008,-89.606
Crystal,46.003,-89.612
CROWSNEST LAKE - COMPOSITE - (AB05AA1061),49.62886,-114.64958
CROW INDIAN LAKE - COMPOSITE - (AB05AF0100),49.36667,-111.8
CRIMSON LAKE - COMPOSITE - (AB05DC0130),52.46111,-115.04444
CRANBERRY LAKE - COMPOSITE - (AB07JA0010),56.23639,-115.06361
COW LAKE - COMPOSITE - (AB05DC0090),52.25833,-115.01111
COW GREEN RESERVOIR,54.65588734,-2.29059641
CORN LAKE - COMPOSITE - (AB07JB0070),56.64194,-113.97361
COOKING LAKE - COMPOSITE - (AB05EB1150),53.41944,-113.05833
Constance untersee/Rhein river,47.651781,8.894522
COLIN LAKE - COMPOSITE - (AB07MD0150),59.5975,-110.12194
COLD LAKE - WEST SIDE EUPHOTIC COMP - (AB06AF0120),54.53222,-110.12361
COLD LAKE - MAIN BASIN COMPOSITE - (AB06AF0155),54.5661,-110.00786
COLD LAKE - ENGLISH BAY COMPOSITE - (AB06AF0170),54.54722,-110.21889
COEOMAHA_WQX-BBDLK0987A,44.03932025,-99.44897462
COAL LAKE - COMPOSITE - (AB05FA0400),53.05556,-113.25278
CLEAR LAKE (BARNS LAKE) - COMPOSITE - (AB05FD0050),52.76667,-110.60667
CLEAR LAKE - COMPOSITE - (AB07KF0250),57.73194,-112.12083
CLEAR LAKE - COMPOSITE - (AB05AC0380),50.15,-113.41667
Clear Lake,50.678742,-100.007413
CLAYTON LAKE (L29): RAMP BM7 - COMPOSITE - (AB07KE0040),58.0572,-112.2761
CLAIRMONT LAKE - COMPOSITE - (AB07GE1040),55.26194,-118.76278
CLADONIA LAKE - COMPOSITE - (AB07PC0050),59.33111,-115.03778
CHRISTINA LAKE - COMPOSITE - (AB07CE0250),55.62667,-110.82222
CHISHOLM LAKE - AT CHISHOLM MILLS - COMPOSITE - (AB07BD0160),54.91444,-114.28
CHIPEWYAN LAKE - COMPOSITE - (AB07JB0420),56.953,-113.46
CHIP LAKE - WHOLE LAKE COMPOSITE - (AB07BB0970),53.65167,-115.385
CHINOOK LAKE - COMPOSITE - (AB05AA1055),49.67236,-114.60342
CHICKENHILL LAKE - COMPOSITE - (AB06AC0490),54.1,-111.1
CHICKAKOO LAKE (NW STONY PLAIN) - COMPOSITE - (AB05EA0220),53.6175,-114.07194
CHEW RESERVOIR,53.5128324,-1.9474974
CHESTERMERE LAKE - COMPOSITE - (AB05BM0840),51.03333,-113.81667
CEDEN-KL0011,42.5604,-121.949
CEDEN-KL0010,42.5234,-121.985
CEDEN-KL0009,42.4356,-122.029
CEDEN-KL0008,42.4412,-122
CEDEN-KL0007,42.4071,-121.964
CEDEN-KL0006,42.4219,-121.944
CEDEN-KL0005,42.3689,-121.85
CEDEN-KL0004,42.3262,-121.921
CEDEN-KL0003,42.3082,-121.857
CEDEN-KL0002,42.2416,-121.823
CARROT LAKE - COMPOSITE - (AB07JB0110),56.97611,-113.3975
CARIBOU LAKE - COMPOSITE - (AB07JF0040),59.05278,-116.07861
CARDINAL LAKE - COMPOSITE - (AB07FD0210),56.23639,-117.7375
CAPT EYRE LAKE - COMPOSITE - (AB05GA0140),52.3,-110.71417
CANOPENER LAKE (L63) - COMPOSITE - (AB07DA1960),57.55417,-112.32917
CANOE LAKE - COMPOSITE - (AB07BE0400),54.62916,-113.13333
CALLING LAKE - COMPOSITE - (AB07CB0780),55.25,-113.33333
CADOTTE LAKE - COMPOSITE - (AB07HB0020),56.44278,-116.38944
CACHE LAKE - COMPOSITE - (AB05ED0320),54.08611,-111.78778
Byviken inre,59.08413076,12.90005032
Bysjön,60.38738375,16.83230558
BUSHY HEAD LAKE - COMPOSITE - (AB05FE0140),52.85,-110.9
BURNTSTICK LAKE - COMPOSITE - (AB05CA0100),51.98917,-114.88417
BUOY LAKE (L62) - COMPOSITE - (AB07DA1940),57.55639,-112.3625
Bunn,57.98084,14.51215
BUFFALO LAKE (NEAR BOYLE) - COMPOSITE - (AB06AA0690),54.52333,-112.47583
BUFFALO LAKE (NEAR BASHAW) - SECONDARY BAY COMPOSITE - (AB05CD0860),52.45,-112.95
BUFFALO LAKE (NEAR BASHAW) - MAIN BASIN COMPOSITE - (AB05CD1040),52.48333,-112.86667
BUFFALO LAKE (NEAR BASHAW) - BASHAW BAY COMPOSITE - (AB05CD1610),52.54167,-113.00833
BUFFALO LAKE (NEAR BASHAW) - 80% MAIN BAY AND 20% SECONDARY BAY COMPOSITE - (AB05CD0850),52.48333,-112.86667
BUCK LAKE - COMPOSITE - (AB05DE0560),52.98333,-114.76667
Brunnsjön,60.27183298,15.96991697
V. Hultasjön,57.11543,14.71101
"Bredreven, djuphåla",59.937864,14.256492
BrÃ¸ttum,60.99095785,10.57465386
BRADGATE BROOK - CROPSTON RESERVOIR,52.69215044,-1.19226481
BOURQUE LAKE - COMPOSITE - (AB06AC0760),54.67083,-110.54722
BOUNDARY LAKE - COMPOSITE - (AB07FD0160),56.33639,-119.99083
Botungen,59.34842474,12.72309025
BORDEN LAKE - COMPOSITE - (AB05ED1280),53.86083,-110.56972
BOONE LAKE - COMPOSITE - (AB07GJ0300),55.57444,-119.42222
BONNIE LAKE - COMPOSITE - (AB05ED0200),54.15,-111.875
BOMERE POOL JETTY,52.66598262,-2.7386956
"Bolmen, södra",56.829229,13.653042
"Bolmen, norra",57.043507,13.736813
BOCQUENE LAKE - COMPOSITE - (AB07NA0140),59.48417,-111.11806
BOAG LAKE - COMPOSITE - (AB05EB1080),53.525,-113.23056
Bleklången,58.7763,15.7146
Värmlandssjön Centr.,58.84946865,13.86054521
BLACKMUD LAKE - COMPOSITE - (AB07AF1180),53.55861,-116.81056
BLACKFALDS LAKE - COMPOSITE - (AB05CC2140),52.38833,-113.72139
Blacken,59.47360756,16.54434132
Björkesåkrasjön,55.52861,13.4036
Björken,59.925489,14.954547
Väster-Lövsjön,62.471006,16.963947
BITTERN LAKE - COMPOSITE - (AB05FA0815),53.0375,-113.05547
BISON LAKE (L87) - COMPOSITE - (AB07HE0070),57.19833,-116.1675
BIRCH LAKE - COMPOSITE - (AB07CE0280),56.38444,-110.42139
BIRCH LAKE - COMPOSITE - (AB05EA0280),53.75,-114.53333
BIRCH LAKE - COMPOSITE - (AB05CA0120),52.00139,-114.82333
Big Muskellunge,46.021,-89.612
BIG LAKE (NEAR ST ALBERT) - WEST COMPOSITE - (AB05EA1570),53.59778,-113.74167
BIG LAKE (NEAR ST ALBERT) - EAST COMPOSITE - (AB05EA1550),53.61667,-113.67056
BIG LAKE - EAST/WEST BASIN COMPOSITE - (AB05EA1555),53.6,-113.70556
BIG ISLAND LAKE - COMPOSITE - (AB05EB1000),53.49444,-113.20278
BENNETT LAKE - COMPOSITE - (AB05EB0960),53.5375,-112.99167
BELLEVUE LAKE - COMPOSITE - (AB05ED1570),53.80694,-111.3325
Belhalm_tarn,54.396113,-2.977411
BEAVERDAM LAKE - COMPOSITE - (AB05AD0890),49.08333,-113.6
BEAVER MINES LAKE - COMPOSITE - (AB05AA1370),49.37225,-114.29611
BEAVER LAKE - COMPOSITE - (AB06AA0230),54.725,-111.83333
BEAUVAIS LAKE - COMPOSITE - (AB05AA0490),49.41389,-114.10833
BEARTRAP LAKE - COMPOSITE - (AB06AC1255),54.205,-110.53806
BEAR LAKE - COMPOSITE - (AB07GE0260),55.24694,-118.96056
BAYARD LAKE (L46): RAMP BM8 - COMPOSITE - (AB07KF0100),57.7725,-112.39639
BATTLE LAKE - COMPOSITE - (AB05FA0460),52.96667,-114.18333
Bassenthwaite,54.653133,-3.25
BASE LAKE - COMPOSITE - (AB07CE0180),55.64972,-111.845
BARROW LAKE - COMPOSITE - (AB07NA0100),59.26167,-111.20111
BARRIER LAKE - COMPOSITE - (AB05BF0200),51.01667,-115.06667
BAPTISTE LAKE - SOUTH BASIN COMPOSITE - (AB07BE0820),54.75,-113.55
BAPTISTE LAKE - NORTH BASIN COMPOSITE - (AB07BE0830),54.78333,-113.55
BAPTISTE LAKE - COMPOSITE - (AB07BE0810),54.58139,-113.55444
BANANA LAKE - COMPOSITE - (AB07BE0700),54.725,-113.83333
Bösjön,61.32390326,14.29234718
Börringesjön,55.4858829,13.31996973
"Bönnern, centrala delen",58.71774449,15.71888709
Båtsjön,58.16354954,16.15430733
Bästeträsk,57.91565201,18.93601432
Bäen,56.24601,14.37752
"Vättern, Jönköping",57.792947,14.167992
AVERN,58.89321999,15.55748268
AUGER LAKE - COMPOSITE - (AB07BE0510),54.72083,-112.49722
AUDET LAKE (L37) - COMPOSITE - (AB07DC0150),57.6475,-110.91167
AUDENSHAW RESERVOIR NUMBER 2,53.46003236,-2.13439451
ASTOTIN LAKE - COMPOSITE - (AB05EB5165),53.67747,-112.84167
Asplången,58.794665,14.751657
Arnöfjorden Karlstad kommun,59.36828324,13.76135409
Valloxen,59.71883,17.8157
ARM LAKE - COMPOSITE - (AB05FD0380),52.74783,-110.58845
ARCHER LAKE (L66) - COMPOSITE - (AB07DD0590),58.11306,-110.33583
ARCH LAKE - COMPOSITE - (AB07QA0030),59.86833,-110.61806
Virsbosjön,59.85862,16.08435
ANTLER LAKE - COMPOSITE - (AB05EB0980),53.49583,-112.97917
ANGLING LAKE - COMPOSITE - (AB06AD0480),54.20139,-110.32639
ANDREW LAKE - COMPOSITE - (AB07QA0010),59.92806,-110.09889
Virserumssjön,57.31467,15.57205
AMISK LAKE - COMPOSITE - (AB06AA0120),54.61611,-112.62306
Alsen,63.3769,13.916945
Allgunnen,57.22255,14.614887
Allgjuttern,57.950812,16.087808
Allequash,46.038,-89.701
Vrängen,57.22896,15.16892
ALIX LAKE - CENTRE COMPOSITE - (AB05CD1070),52.39048,-113.19853
AGNES LAKE - COMPOSITE - (AB07BK0240),54.91167,-114.975
Övre Skärsjön,59.83687382,15.5504245
Övre Rudan,59.16645,18.13247
Övre Hillen,60.16838413,15.22678936
"Övre Fryken, Stöpafors norr fiskodling",59.95849391,13.11386733
"Övre Fryken, Stöpafors",59.95980383,13.13457183
"Övre Fryken, 50 m söder om fiskodling",59.9613609,13.11925831
Övre Fjätsjön,62.2414,12.75958
Överudssjön,59.40224,12.9949
Översjön,57.3763,15.4059
Östra Ringsjön,55.87356246,13.48999996
Östra Lägern,57.82776888,15.19964589
"Öster-Svan, djuphålan",59.1731308,12.57015561
Östersjön,59.69786587,16.19595703
Östen,58.56374,13.92096
Örvattnet,59.73301,12.75268
Örsjön,57.12686816,13.16802925
"Öresjö, Djupaste punkten",57.7841,12.97324
Öjsjön,58.17227488,16.21496616
Öjevettern,59.50383958,14.23000224
"Åsunden (pelagialt, djupaste punkten)",57.75112755,13.38932774
Åsunden,57.94925275,15.85586041
Åsfjorden Grums/Karlstad kommun,59.31936193,13.14130716
Årsjön,56.3333,15.14095
Åmänningen,59.91152555,15.98622853
Ärlången,58.31189213,15.82207709
"Ämten, djuphålan",60.11292952,13.76130414
Älgsjön,59.20618398,17.08794974
Älgarydssjön,57.17569,14.27272
Ö. Särnamannasjön,61.58062593,12.75160836
"Ö Storsjön, 1,2 km V Stensängsholmen",60.58249244,16.85409635
ADAMSON LAKE - COMPOSITE - (AB05EB5210),53.61544,-112.92044
Whirlpool Lake,50.715399,-99.791397
Yddingesjön,55.55555,13.25231
7 Getasjön,56.66947,15.56873
57 Törn,56.56380087,15.53881831
469 Växjösjön mitt,56.86292,14.8199
468 Trummen mitt,56.86145,14.82715
442_ELA,49.46,-93.49
373_ELA,49.45,-93.48
316 N Bergundasjön,56.86511159,14.75835261
313 S Bergundasjön,56.84510685,14.7826741
239_ELA,49.41,-93.44
224_ELA,49.41,-93.43
21MICH_WQX-790134,43.738337,-83.640837
21MICH_WQX-320189,43.883337,-83.393059
21MICH_WQX-320188,43.846948,-83.562505
21MICH_WQX-090252,43.684726,-83.84306
21MICH_WQX-090250,43.838059,-83.792781
21MICH_WQX-060063,43.895281,-83.860559
21MICH_WQX-060062,43.94167,-83.623892
21IOWA_WQX-22970001,42.308223,-96.325165
1VTDECWQ-504920,44.74814985,-72.05794289
1VTDECWQ-504915,44.6675509,-72.22534714
1VTDECWQ-504889,44.88564802,-71.97924099
1VTDECWQ-504831,44.68585023,-72.36395133
1VTDECWQ-504701,44.65225249,-71.64643294
1VTDECWQ-504539,44.1907627,-72.09843742
1VTDECWQ-504526,44.2939603,-72.13703998
1VTDECWQ-503889,44.38815657,-72.49345284
1VTDECWQ-503876,44.30475879,-72.44734954
1VTDECWQ-503784,44.5866524,-72.30954943
1VTDECWQ-503680,44.84534636,-72.99628192
1VTDECWQ-503547,44.9758407,-73.21457374
1VTDECWQ-503535,44.94833991,-73.339577
1VTDECWQ-503519,44.58194659,-73.28067444
1VTDECWQ-503515,45.01334045,-73.17347328
1VTDECWQ-503512,44.97394435,-72.87507782
1VTDECWQ-503506,44.42584996,-73.23147127
1VTDECWQ-503498,44.56504757,-73.2078738
1VTDECWQ-503488,44.7853447,-73.16177906
1VTDECWQ-503485,44.70814467,-73.22647601
1VTDECWQ-503415,44.18425308,-73.3806705
1VTDECWQ-503414,43.85585981,-73.38236335
1VTDECWQ-503411,44.46644892,-73.27677294
1VTDECWQ-503409,44.54614722,-73.3270753
1VTDECWQ-503288,43.95175768,-73.40736604
1VTDECWQ-503179,43.91226226,-73.07595844
1VTDECWQ-503094,43.47137003,-73.2133525
1VTDECWQ-500470,44.75614234,-73.35457746
1VTDECWQ-500468,44.70114308,-73.41767841
1VTDECWQ-500459,44.474749,-73.23127217
1VTDECWQ-500458,44.47114878,-73.29877363
1VTDECWQ-500449,44.12615395,-73.41237004
1VTDECWQ-500289,43.48477156,-72.38823538
1VTDECWQ-500238,44.45675528,-72.33784911
1VTDECWQ-500155,43.36567267,-73.05174952
1VTDECWQ-500140,43.40897172,-73.03124952
114_ELA,49.4,-93.45
113 Örken södra delen,57.06519309,15.04367185
11 Västersjön,56.47876192,15.5884272
11 Hemfjärden,59.28158192,15.33852571
10 Kyrksjön,56.53464,15.60111
122517,42.094329,-74.839642
115040,41.962192,-74.241976
72641,41.412534,-75.240595
40610,42.104206,-75.287129
38705,43.202378,-75.922466
8333,41.696441,-71.619423
8312,41.583051,-71.67391
8293,41.937293,-71.711032
8289,41.523343,-71.449915
8281,41.677571,-71.550382
8272,41.422103,-71.552093
8065,41.903336,-71.545747
8057,41.752966,-71.549003
7970,41.511129,-71.572995
7965,41.743681,-71.318561
7810,44.26594,-69.925431
7792,41.876332,-71.584137
7789,41.653502,-71.590754
7695,41.563199,-71.479539
7596,41.434603,-71.488531
7595,41.410312,-71.553336
7593,41.8822,-71.691108
7540,41.499841,-71.542433
7534,44.230261,-70.044954
7523,44.272225,-69.983821
7169,43.132425,-74.490168
7168,42.406956,-73.415909
6973,44.318321,-75.774929
6547,42.855758,-75.517344
6546,42.588101,-75.651126
6537,42.677506,-76.302437
6534,42.866518,-75.755892
6521,43.205669,-73.423234
6494,42.817418,-73.399511
6490,42.641671,-76.918376
6408,42.106075,-79.726181
6399,42.814186,-75.892558
6065,40.177545,-92.641957
5549,45.93627,-89.002967
5453,45.879949,-89.052681
5435,44.585241,-72.310419
5407,44.972199,-72.874959
5295,46.042715,-92.176178
5210,42.99738,-88.457257
5093,44.853471,-72.989574
5085,45.333325,-92.429375
4906,45.9521,-89.380305
4722,46.001794,-89.613093
4664,46.043693,-89.673305
4655,44.668504,-72.225321
4534,45.541685,-88.059454
4449,44.648797,-71.650141
4338,45.312207,-92.409411
4099,45.408891,-84.805378
4002,44.009994,-88.412706
3860,45.429001,-89.482104
3834,45.837369,-89.582012
3804,44.687835,-72.527146
3636,42.76149,-88.695984
3431,44.923183,-85.84204
3343,45.686302,-84.751038
2855,44.928234,-85.251688
2537,43.364211,-73.052027
2529,45.614253,-89.430218
2062,44.811804,-85.32382
1917,44.457893,-72.342032
1627,44.690438,-86.092522
1572,45.928508,-95.350883
1505,45.124457,-85.204219
1451,46.061232,-95.307395
1141,44.868576,-85.981315
1109,44.861919,-85.377559
1054,44.972825,-85.313322
966,43.066402,-88.430776
618,45.911349,-88.988393
537,45.643999,-95.456219
493,46.295483,-95.551057
211,44.464741,-73.287532
Central Long Lake,45.612623,-79.009359
Crampton Lake,46.209812,-89.473917
Hummingbird Lake,,
Third Narrows,,
Tuesday Lake,49.11267,-89.484065
Loch leven,56.197019,-3.371707
BARTON BROAD (R.ANT),52.74494493,1.49656534
BARTON BROAD OUTFLOW,52.73588475,1.4988032
ALDERFEN BROAD NORTH EXCLOSURE,52.72367117,1.48597392
CROMES BROAD,52.72194422,1.51398058
HOVETON LITTLE BROAD POUND END,52.70513982,1.44303624
HOVETON LITTLE BROAD R.BURE,52.7059083,1.44753888
COCKSHOOT BROAD,52.68641744,1.46820309
RANWORTH BROAD,52.68508679,1.48289776
WROXHAM BROAD YACHT HOUSE PIER (R.BURE),52.69873057,1.41588324
SOUTH WALSHAM BROAD,52.67174002,1.50846777
FILBY BROAD,52.6624372,1.63790028
ORMESBY BROAD,52.68194758,1.646923
ROLLESBY BROAD SAILING CLUB,52.6776435,1.64064476
ORMESBY LITTLE BROAD,52.66862658,1.64137394
HORSEY MERE (R.THURNE),52.74103375,1.62666484
HICKLING BROAD (R.THURNE),52.7397361,1.58061683
HEIGHAM SOUND (R.THURNE),52.72641329,1.60470955
MARTHAM SOUTH BROAD (R.THURNE),52.72353439,1.64002539
UPTON GREAT BROAD,52.66561013,1.53312592
WHEATFEN BROAD,52.59822523,1.43907182
ROCKLAND BROAD (R.YARE),52.59275535,1.441597
R.BURE BEND U/S OF HORNING VILLAGE,52.84628662,1.22098537
R.BURE HORNING FERRY,52.69722863,1.46758027
R.BURE HORSTEAD MILL,52.72832382,1.35597609
RUTLAND WATER NORTH BUOY 1 0-5M SAMPLE,52.66615848,-0.67207984
RUTLAND WATER S BUOY 12 0-5M DEPTH SAMPL,52.64776416,-0.65933315
RUTLAND WATER LIM.TOWER 0-5M SAMPLE,52.65599204,-0.62419032
ALTON WATER LEMON HILL BRIDGE,51.9954049,1.11106546
ANGLESEY OUTLET FROM CHASEWATER,52.66283494,-1.94137075
LITTLESEA LAKE,50.65942014,-1.96219561
BATHING WATER - THE SERPENTINE (11940),51.50490502,-0.16907069
COTSWOLD WATER PARK LAKE 14,51.66757966,-1.91129323
COTSWOLD WATER PARK LAKE 16,51.66858418,-1.92025647
COTSWOLD WATER PARK LAKE 20,51.66158338,-1.92556028
COTSWOLD WATER PARK LAKE 21,51.65998223,-1.92450751
ENCLOSED WATER / LAKE N.C.R.S (W),49.89195251,-0.60911231
ALDERFEN INFLOW,52.72590286,1.48104117
RUTLAND WATER AT HAMBLETON SOUTH SHORE,52.65982345,-0.68203026
CROSE MERE SOUTH SHORE,52.87057427,-2.84847968
AQUALATE MERE ENGLISH NATURE SAMPLING PT,52.77794051,-2.3332399
TECHILL BK MERE O/F,52.91001101,-2.88916236
"POLCON 1-OFF, WATER: TRENT 03",49.89190756,-0.6091136
FONTHILL LAKE OUTLET,51.07851513,-2.09030339
SHEARWATER LAKE OUTFLOW,51.17964557,-2.21173218
BLAGDON LAKE,51.33976409,-2.711493
"STANBOROUGH SAILING LAKE, AT SAILING BAS",51.78325822,-0.2182789
COTSWOLD WATER PARK LAKE 12,51.66994252,-1.90884481
COTSWOLD WATER PARK LAKE 12 OUTFLOW,51.66760304,-1.90668055
BARTON BROAD INFLOW,52.74976938,1.49827107
UPTON GREAT BROAD EDGE,52.66497062,1.5295386
"POLCON 1-OFF, WATER: SEVERN 22",49.89190756,-0.6091136
"POLCON 1-OFF, WATER: TRENT 83",49.89190756,-0.6091136
ROSTHERNE MERE NEAR OUTLET,53.35183763,-2.3800215
TATTON MERE,53.31817725,-2.36772853
ROSTHERNE MERE,53.35452866,-2.38456762
HATCH MERE,53.2444923,-2.67129862
BETLEY MERE,53.02780749,-2.3762877
MARBURY BIG MERE,53.00410733,-2.65787711
OSS MERE,52.99068144,-2.64724478
GRASMERE,54.45044268,-3.02556075
CONISTON,54.35302557,-3.06621393
ELTERWATER  (INNER BASIN),54.42923891,-3.03532836
BASSENTHWAITE,54.65537097,-3.22131308
ULLSWATER WFD,54.5628457,-2.93014498
BROTHERSWATER,54.50492184,-2.9244735
CHAPEL MERE,53.06192053,-2.6878557
COMBERMERE,52.99760901,-2.61233423
OAK MERE,53.20466785,-2.63923575
MERE MERE (SAMPLE FROM WATERS EDGE),53.32977163,-2.4015371
ENNERDALE AS PART OF A WQ SURVEY,54.51728721,-3.35628703
LOWESWATER AS PART OF A WQ SURVEY,54.58408578,-3.35686562
TABLEY MERE,53.2874533,-2.41696526
MELCHETT MERE,53.32714242,-2.37531271
R EEA AT EES BRIDGE,54.34838738,-2.97717027
BLACK LAKE (DELAMERE),53.23312845,-2.69359312
BAR MERE,53.02549034,-2.69174857
OAK MERE NEAR INTERSECTION OF A54 & A49,53.20245826,-2.63556501
ULLSWATER SOUTH BUOY,54.54954393,-2.94530238
THIRLMERE (WFD STILLWATER SITE),54.56141203,-3.06785688
ENNERDALE WATER (WFD STILLWATER SITE),54.52291877,-3.37254267
WAST WATER (WFD STILLWATER SITE),54.4267251,-3.31918128
BUTTERMERE (WFD STILLWATER SITE),54.53562619,-3.28001891
LOWESWATER FFD SITE AT NY 12765 21243,54.57884717,-3.35113701
HAWES WATER (WFD STILLWATER SITE),54.18094365,-2.80143548
ELTER WATER (WFD STILLWATER SITE),54.4273977,-3.02251889
WINDERMERE (WFD STILLWATER SITE),54.27371103,-2.95463779
CONSITON WATER (WFD STILLWATER SITE),54.30040529,-3.09309668
TALKIN TARN (WFD STILLWATER SITE),54.92469984,-2.71121255
ELTERWATER (MIDDLE BASIN),54.42874614,-3.02988992
ELTERWATER  (OUTER BASIN),54.42797884,-3.02499967
TABLEY MERE OFF A556 TO NORTHWICH,53.29081117,-2.41809308
COMBER MERE ON A525 TO WHITCHURCH,52.99507083,-2.60067719
SUNBIGGIN TARN,54.46364308,-2.50135427
RED TARN (WFD STILLWATER SITE),54.52960657,-3.00591026
GRISEDALE TARN (WFD STILLWATER SITE),54.50069393,-3.00272927
BLEA TARN (WFD STILLWATER SITE),54.42910304,-3.09162057
TATTON MERE WFD POINT AT SJ7554380701,53.32267787,-2.36862295
MISCELLANEOUS LOWER HAMPSHIRE AVON,50.83085847,-1.80257238
MISCELLANEOUS LITTLE AVON CATCHMENT,51.63068387,-2.38425417
ENCLOSED WATER / LAKE N.C.R.S (N),49.89195251,-0.60911231
ALDERFEN BROAD EDGE,52.72340975,1.48324221
CROMES BROAD EDGE,52.72281242,1.51351716
RANWORTH BROAD EDGE,52.68279636,1.4873772
WROXHAM BROAD (R.BURE) EDGE,52.69762877,1.41416869
SOUTH WALSHAM BROAD EDGE,52.67168134,1.50741255
ROLLESBY BROAD SAILING CLUB EDGE,52.67722833,1.64127612
HORSEY MERE (R.THURNE) EDGE,52.74103375,1.62666484
HICKLING BROAD (R.THURNE) EDGE,52.74620301,1.57138006
CARR BK - STAUNTON HAROLD SAILING CLUB,52.81395399,-1.44105107
"POLCON 1-OFF, WATER: TRENT 16",49.89190756,-0.6091136
BROOMLEE LOUGH AT OVERFLOW,55.02129573,-2.33437309
AD HOC SAMPLES IN AREA 256,49.89191655,-0.60911334
CASTLE WATER,50.93018711,0.73946078
GREATSTONE LAKE,50.95787701,0.95756507
MOCKBEGGAR LAKE,50.875087,-1.77893539
SNAILS LAKE,50.86332189,-1.78711844
"SILVERWINGS LAKE, WRAYSBURY",51.44970642,-0.54935395
"KINGSMEAD SMALL LAKE, HORTON",51.46320759,-0.55036571
TURNFORD MARSH LAKE :TURNFORD,51.71910109,-0.01912921
STEWARTBY LAKE CONCRETE PLATFORM,52.07201944,-0.52635133
THOMPSON WATER,52.51730983,0.81917011
HOVETON GREAT BROAD EDGE,52.69176927,1.42553814
HARDLEY FLOOD EDGE SAMPLE,52.54160417,1.50776612
FRITTON LAKE AT COUNTRY PARK EDGE SAMPLE,52.54180596,1.65263327
MISC.10KM SQ BUNGAY (N).............TM39,52.45950316,1.38407268
TALLINGTON LAKES,52.67248254,-0.36585212
THRAPSTON LAKE,52.40172579,-0.54151786
UPTON LITTLE BROAD,52.66547792,1.53755343
GREAT LAKE AT CLUMBER WFD POINT,53.24999584,-1.13519478
ATTENBOROUGH SAILING CLUB WFD POINT,52.89563574,-1.24036855
UPPER MID SEVERN (MONT-BEWDLEY),49.89190756,-0.6091136
"POLCON 1-OFF, WATER: TRENT 62",49.89190756,-0.6091136
"POLCON 1-OFF, WATER: TRENT 73",49.89190756,-0.6091136
MALHAM TARN,54.09206544,-2.16299422
MISC LAKE SAMPLES NORTH CUMBRIA,49.89192554,-0.60911308
MISC LAKE SAMPLES SOUTH CUMBRIA,49.89192554,-0.60911308
